organ,measure,gene,model,correlation,pval,r2,lambda,fdr
testis,rpkm,PHF21B,free.lambda,0.85911465,2.28E-06,0.999933858,0,1.04E-05
testis,rpkm,ZNF483,free.lambda,-0.015221479,2.28E-06,0.999849814,0,1.04E-05
testis,rpkm,SCLY,free.lambda,0.68766482,2.44E-06,0.999875088,0,1.11E-05
testis,rpkm,RLF,free.lambda,0.03989816,2.49E-06,0.999853004,0,1.13E-05
testis,rpkm,TRMT5,free.lambda,-0.060816706,2.51E-06,0.999869087,0,1.13E-05
testis,rpkm,LRP12,free.lambda,-0.085723067,2.52E-06,0.999855663,0,1.13E-05
testis,rpkm,ZNF75A,free.lambda,-0.154683413,2.55E-06,0.999914175,0,1.14E-05
testis,rpkm,JARID2,free.lambda,0.378564161,2.61E-06,0.999627216,0,1.15E-05
testis,rpkm,NAXD,free.lambda,0.517675406,2.62E-06,0.999835155,0,1.15E-05
testis,rpkm,SPTAN1,free.lambda,-0.316664806,2.62E-06,0.999658044,0,1.15E-05
testis,rpkm,CRELD2,free.lambda,-0.814871986,2.74E-06,0.99987689,0,1.20E-05
testis,rpkm,DCP2,free.lambda,-0.002704059,2.83E-06,0.999805275,0,1.23E-05
testis,rpkm,CCDC47,free.lambda,0.209730244,2.87E-06,0.999725164,0,1.24E-05
testis,rpkm,MTHFD1,free.lambda,-0.227294586,2.93E-06,0.999748929,0,1.26E-05
testis,rpkm,AFAP1L1,free.lambda,-0.041385658,3.00E-06,0.999855596,0,1.28E-05
testis,rpkm,GNAI2,free.lambda,-0.540562913,3.03E-06,0.99977701,0,1.29E-05
testis,rpkm,TMCC1,free.lambda,0.01472783,3.14E-06,0.999856936,0,1.33E-05
testis,rpkm,RIBC2,free.lambda,0.277720919,3.26E-06,0.99983937,0,1.36E-05
testis,rpkm,RNF113A,free.lambda,0.48000844,3.23E-06,0.999762527,0,1.36E-05
testis,rpkm,SGSM3,free.lambda,0.552615431,3.25E-06,0.999773335,0,1.36E-05
testis,rpkm,TNPO3,free.lambda,0.109288357,3.33E-06,0.999752388,0,1.38E-05
testis,rpkm,CCDC34,free.lambda,-0.055944846,3.35E-06,0.999840709,0,1.39E-05
testis,rpkm,SNX9,free.lambda,0.331494244,3.68E-06,0.999828106,1,1.51E-05
testis,rpkm,FBXL17,free.lambda,-0.150074324,3.77E-06,0.999793686,0,1.54E-05
testis,rpkm,MRNIP,free.lambda,0.246108895,3.81E-06,0.999752873,0,1.55E-05
testis,rpkm,ARHGAP20,free.lambda,0.17819186,4.02E-06,0.999793541,0,1.63E-05
testis,rpkm,HDGFL3,free.lambda,0.00763259,4.35E-06,0.999864066,0,1.75E-05
testis,rpkm,MANBAL,free.lambda,-0.098827032,4.44E-06,0.9998165,1,1.78E-05
testis,rpkm,BLOC1S6,free.lambda,0.217578032,4.60E-06,0.999879113,0,1.83E-05
testis,rpkm,MSH3,free.lambda,-0.439523285,4.60E-06,0.999797662,0,1.83E-05
testis,rpkm,STX8,free.lambda,0.794438985,4.71E-06,0.999926044,0,1.87E-05
testis,rpkm,GTF2H1,free.lambda,-0.095797274,5.15E-06,0.999830726,0,2.03E-05
testis,rpkm,PUF60,free.lambda,0.180304773,5.20E-06,0.999614746,0,2.04E-05
testis,rpkm,ERGIC1,free.lambda,-0.156851401,5.60E-06,0.999786667,0,2.19E-05
testis,rpkm,ARHGAP29,free.lambda,-0.751086823,6.06E-06,0.999817701,0,2.36E-05
testis,rpkm,EPC2,free.lambda,-0.555207035,6.48E-06,0.999837698,0,2.51E-05
testis,rpkm,TMEM59,free.lambda,0.331520658,6.86E-06,0.999743167,0,2.64E-05
testis,rpkm,TRAFD1,free.lambda,-0.098954798,7.25E-06,0.999820939,0,2.78E-05
testis,rpkm,TBCD,free.lambda,0.237430561,7.51E-06,0.999800106,0,2.87E-05
testis,rpkm,IP6K2,free.lambda,0.441082147,8.13E-06,0.999518852,0,3.09E-05
testis,rpkm,PPP1R1B,free.lambda,0.0280682,8.54E-06,0.999677877,0,3.23E-05
testis,rpkm,ZDHHC19,free.lambda,-0.186735921,8.91E-06,0.999643962,0,3.36E-05
testis,rpkm,PITHD1,free.lambda,0.588042482,8.95E-06,0.999763475,0,3.36E-05
testis,rpkm,LRRC4,free.lambda,0.386735266,9.26E-06,0.999803269,0,3.43E-05
testis,rpkm,ZNF23,free.lambda,0.109887008,9.27E-06,0.999905779,0,3.43E-05
testis,rpkm,ZNF671,free.lambda,-0.415383698,9.21E-06,0.999906106,0,3.43E-05
testis,rpkm,TBC1D2,free.lambda,-0.322014178,9.32E-06,0.999711578,0,3.43E-05
testis,rpkm,MRPL9,free.lambda,0.148304646,9.67E-06,0.999789417,1,3.55E-05
testis,rpkm,MANBA,free.lambda,-0.063398918,1.01E-05,0.999757544,1,3.70E-05
testis,rpkm,NOVA2,free.lambda,-0.009344148,1.04E-05,0.999865511,0,3.76E-05
testis,rpkm,TRIM44,free.lambda,-0.617119025,1.03E-05,0.999901138,0,3.76E-05
testis,rpkm,CD82,free.lambda,-0.768039618,1.08E-05,0.999887697,0,3.89E-05
testis,rpkm,MBNL3,free.lambda,-0.232876793,1.09E-05,0.999780933,0,3.91E-05
testis,rpkm,ASB5,no.lambda,0.999534326,1.21E-05,0.999068868,0,4.31E-05
testis,rpkm,PER2,free.lambda,-0.13118949,1.25E-05,0.99932968,0,4.43E-05
testis,rpkm,GCC2,free.lambda,-0.691839029,1.30E-05,0.999868645,0,4.61E-05
testis,rpkm,TMEM42,free.lambda,-0.670445302,1.31E-05,0.999864498,0,4.62E-05
testis,rpkm,IFT57,free.lambda,-0.557720979,1.32E-05,0.999754515,0,4.63E-05
testis,rpkm,TDRD6,free.lambda,-0.390020528,1.40E-05,0.999893583,0,4.90E-05
testis,rpkm,GAK,free.lambda,0.699365762,1.62E-05,0.999797469,0,5.65E-05
testis,rpkm,EIF3B,free.lambda,0.292605251,1.84E-05,0.998575144,0,6.39E-05
testis,rpkm,YIPF3,free.lambda,-0.202954836,1.88E-05,0.999702496,0,6.49E-05
testis,rpkm,GYG1,free.lambda,-0.572199266,2.14E-05,0.99987629,0,7.32E-05
testis,rpkm,LNX1,free.lambda,-0.180747144,2.13E-05,0.999876069,0,7.32E-05
testis,rpkm,ATF7IP2,free.lambda,-0.149480615,2.20E-05,0.999849358,0,7.50E-05
testis,rpkm,NEK2,free.lambda,0.192579426,2.23E-05,0.999872426,0,7.58E-05
testis,rpkm,P4HA1,free.lambda,0.189414876,2.42E-05,0.999690579,0,8.21E-05
testis,rpkm,SLC16A9,no.lambda,0.999240448,2.51E-05,0.998481472,0,8.48E-05
testis,rpkm,CDYL,free.lambda,-0.121151725,2.57E-05,0.999726201,0,8.64E-05
testis,rpkm,TMEM165,free.lambda,-0.096418153,2.68E-05,0.99977227,0,8.96E-05
testis,rpkm,WDFY3,free.lambda,0.16550103,2.90E-05,0.999698231,0,9.66E-05
testis,rpkm,TOR3A,free.lambda,-0.318583381,3.12E-05,0.99959395,0,0.000103725
testis,rpkm,PC,free.lambda,-0.888192746,3.20E-05,0.99981354,1,0.000105943
testis,rpkm,SLC20A1,free.lambda,-0.548092697,3.23E-05,0.999811889,0,0.000106481
testis,rpkm,GGCT,free.lambda,0.306999004,3.83E-05,0.999906048,0,0.00012576
testis,rpkm,ATG10,free.lambda,0.113809383,4.11E-05,0.999751603,0,0.000134382
testis,rpkm,OARD1,free.lambda,-0.566507783,4.16E-05,0.999875452,0,0.000135516
testis,rpkm,NBR1,no.lambda,0.998901829,4.37E-05,0.997804864,0,0.000141746
testis,rpkm,GUCY1A2,free.lambda,-0.231383891,4.76E-05,0.999871866,0,0.00015377
testis,rpkm,ZFYVE27,free.lambda,-0.046791618,5.34E-05,0.999534652,0,0.000172042
testis,rpkm,MPHOSPH8,free.lambda,-0.330043903,5.46E-05,0.999867347,0,0.000175161
testis,rpkm,SMURF1,free.lambda,-0.272308173,6.10E-05,0.999818058,0,0.000194945
testis,rpkm,COG3,free.lambda,0.259435926,6.31E-05,0.999793151,0,0.000200968
testis,rpkm,TMEM74B,free.lambda,0.419276118,7.23E-05,0.999886505,0,0.000229483
testis,rpkm,UBA2,free.lambda,-0.157670992,7.49E-05,0.999676396,0,0.000236607
testis,rpkm,BMPR1A,free.lambda,-0.442174969,7.72E-05,0.999754198,0,0.000242237
testis,rpkm,GIMAP4,free.lambda,-0.06931803,7.70E-05,0.99972735,0,0.000242237
testis,rpkm,EPB41,free.lambda,0.235250436,7.83E-05,0.99970909,0,0.000244586
testis,rpkm,CLCN7,free.lambda,-0.162867946,7.86E-05,0.999729804,0,0.000244786
testis,rpkm,FER,free.lambda,-0.276309341,8.23E-05,0.99982873,0,0.000255314
testis,rpkm,CNTRL,free.lambda,-0.351782251,8.73E-05,0.999802641,0,0.000269744
testis,rpkm,TTYH1,free.lambda,0.47220939,8.90E-05,0.999834012,0,0.000274219
testis,rpkm,NCKAP1,free.lambda,-0.034934327,9.15E-05,0.999798482,0,0.000280436
testis,rpkm,PRPF40B,free.lambda,-0.48596376,9.17E-05,0.999699857,0,0.000280436
testis,rpkm,CDC14B,free.lambda,-0.501748188,9.23E-05,0.999814214,0,0.000281037
testis,rpkm,JAK2,free.lambda,0.386984241,9.26E-05,0.999902516,0,0.000281037
testis,rpkm,AP1G1,free.lambda,-0.548605983,0.000110237,0.99984528,0,0.000333466
testis,rpkm,OTUD3,free.lambda,-0.622592862,0.000111797,0.999894116,0,0.000336981
testis,rpkm,OSBP,free.lambda,-0.336699888,0.000117348,0.999751687,0,0.000352459
testis,rpkm,MAPK7,free.lambda,0.364668673,0.000135846,0.99972044,0,0.000406579
testis,rpkm,MELK,no.lambda,0.997455518,0.000154016,0.99491751,0,0.000459338
testis,rpkm,TBCCD1,free.lambda,-0.589300556,0.000173618,0.999793045,0,0.000515979
testis,rpkm,UBA5,free.lambda,0.304238361,0.000175579,0.999878544,0,0.000519984
testis,rpkm,SPART,free.lambda,-0.438419387,0.000179478,0.999836139,0,0.000529679
testis,rpkm,IVD,free.lambda,-0.445107622,0.00022246,0.999782453,0,0.000654248
testis,rpkm,DNAJC1,free.lambda,0.479394898,0.000249121,0.999905504,0,0.000730124
testis,rpkm,AEN,no.lambda,0.996404826,0.00025863,0.992822578,0,0.000755379
testis,rpkm,GPSM2,free.lambda,0.41672213,0.000285235,0.999870686,0,0.000827378
testis,rpkm,UBAP1,free.lambda,-0.260306036,0.000284396,0.999826456,0,0.000827378
testis,rpkm,SLC35G2,free.lambda,0.260321954,0.000293889,0.999886118,0,0.000849571
testis,rpkm,PLIN3,free.lambda,-0.260243116,0.000471512,0.999597052,0,0.001358404
testis,rpkm,RPS29,free.lambda,-0.809410433,0.000661032,0.999876727,1,0.001897945
testis,rpkm,RBM41,free.lambda,-0.454295117,0.000674246,0.999919227,0,0.001929346
testis,rpkm,NOC3L,no.lambda,0.992940251,0.000711307,0.985930342,0,0.002028543
testis,rpkm,GHITM,no.lambda,0.992253764,0.000817457,0.984567532,0,0.002323442
testis,rpkm,ESRRG,free.lambda,0.48417158,0.001050254,0.99993896,0,0.002975134
testis,rpkm,ANO3,free.lambda,-0.314045497,0.001198634,0.999910192,0,0.003384142
testis,rpkm,IGSF1,free.lambda,-0.396879944,0.001321211,0.99979908,0,0.003717826
testis,rpkm,CTC1,no.lambda,0.987904373,0.001593995,0.975955051,0,0.004470575
testis,rpkm,PTGER2,fix.lambda,0.941046041,0.00186317,0.948461409,0.999933893,0.005208268
testis,rpkm,ADAM23,no.lambda,0.984606625,0.002287332,0.969450206,0,0.00637293
testis,rpkm,SAP30BP,free.lambda,0.23003947,0.002320005,0.999723873,0,0.006442768
testis,rpkm,MED9,free.lambda,0.594127963,0.002496887,0.999855959,0,0.006911319
testis,rpkm,BARX1,free.lambda,-0.040283164,0.002547772,0.999903285,0,0.007029194
testis,rpkm,KAT6B,free.lambda,0.136712946,0.002791522,0.99962216,1,0.007676687
testis,rpkm,ATP5PF,free.lambda,0.473007115,0.002943201,0.999871333,0,0.008067611
testis,rpkm,AFF1,no.lambda,0.981612377,0.002984838,0.963562858,0,0.008155348
testis,rpkm,ELOVL5,free.lambda,0.359655403,0.003839962,0.999811452,0,0.010458031
testis,rpkm,ABR,no.lambda,-0.975169673,0.004679326,0.95095589,0,0.012703171
testis,rpkm,FBXL5,free.lambda,-0.536128615,0.004912581,0.999858902,0,0.013293789
testis,rpkm,MGAT4A,no.lambda,0.970702945,0.005993107,0.942264207,0,0.01616612
testis,rpkm,CHADL,free.lambda,0.246623878,0.0060457,0.999944019,0,0.016256215
testis,rpkm,CRTC3,no.lambda,0.965424472,0.007677535,0.93204441,0,0.020578709
testis,rpkm,RBBP9,no.lambda,0.964305429,0.008051895,0.929884959,0,0.021514053
testis,rpkm,CCDC172,no.lambda,0.962553627,0.008649558,0.926509485,0,0.023038289
testis,rpkm,MAN2A2,no.lambda,0.960845679,0.009245623,0.923224419,0,0.024548722
testis,rpkm,CROT,no.lambda,-0.959952341,0.009562542,0.921508497,0,0.025310854
testis,rpkm,XPNPEP1,no.lambda,-0.959593435,0.00969085,0.920819561,0,0.02557056
testis,rpkm,IPO5,no.lambda,-0.959488597,0.009728435,0.920618366,0,0.025590014
testis,rpkm,TSPAN8,no.lambda,0.959379971,0.009767428,0.920409928,0,0.025613039
testis,rpkm,RPS5,fix.lambda,0.93342372,0.010487463,0.855529141,0.812239999,0.027416301
testis,rpkm,TRAPPC10,no.lambda,0.956191495,0.010934449,0.914302175,0,0.028496855
testis,rpkm,FBXO10,no.lambda,0.955598063,0.011156369,0.913167657,0,0.028986027
testis,rpkm,ZBTB37,no.lambda,0.955098107,0.011344463,0.912212392,0,0.029384588
testis,rpkm,SLC19A2,no.lambda,0.95493983,0.011404224,0.911910077,0,0.029449322
testis,rpkm,TNKS,no.lambda,0.954774858,0.011466622,0.911595029,0,0.029520452
testis,rpkm,ZAR1,no.lambda,0.953921055,0.011791333,0.90996538,0,0.030264421
testis,rpkm,WWP2,no.lambda,0.953537235,0.011938268,0.909233257,0,0.030548981
testis,rpkm,SUPT3H,free.lambda,-0.533925868,0.012014973,0.9998303,0,0.030652657
testis,rpkm,SLC4A11,no.lambda,-0.952335295,0.012402223,0.906942515,0,0.031545595
testis,rpkm,MTTP,no.lambda,0.950844002,0.012985846,0.904104315,0,0.032931173
testis,rpkm,NCDN,no.lambda,-0.95058408,0.013088461,0.903610092,0,0.033092319
testis,rpkm,CIB4,free.lambda,0.23876886,0.013735263,0.999731321,0,0.034624309
testis,rpkm,OXCT1,no.lambda,0.948240933,0.014025317,0.899160868,0,0.035250574
testis,rpkm,AGO1,free.lambda,-0.644653626,0.015979995,0.999723151,0,0.040044544
testis,rpkm,OSMR,no.lambda,-0.94134865,0.016900235,0.886137283,0,0.042225661
testis,rpkm,MIS18BP1,fix.lambda,0.921606977,0.017070449,0.818981723,0.999933893,0.042525501
testis,rpkm,TGFB3,no.lambda,0.940800106,0.017136443,0.885104843,0,0.042564712
testis,rpkm,CDC23,no.lambda,0.940240341,0.017378579,0.884051899,0,0.043039932
testis,rpkm,BCL7A,free.lambda,0.508120253,0.018015131,0.9997982,0,0.044486345
testis,rpkm,ESR2,no.lambda,-0.938240144,0.018252761,0.880294566,0,0.044942118
testis,rpkm,STRN,no.lambda,0.937601318,0.01853488,0.879096231,0,0.045504474
testis,rpkm,CCDC154,no.lambda,0.936531093,0.019010652,0.877090486,0,0.046537636
testis,rpkm,VAT1,no.lambda,0.93460798,0.019875342,0.873492077,0,0.048514162
testis,rpkm,CPVL,no.lambda,0.934218103,0.020052157,0.872763466,0,0.048805106
testis,rpkm,TTLL1,no.lambda,0.929623613,0.022173579,0.864200062,0,0.053813816
testis,rpkm,PPP3CB,no.lambda,-0.927848321,0.023011588,0.860902507,0,0.055688043
testis,rpkm,ATXN7,free.lambda,0.882051313,0.024188524,0.62416102,1,0.058369458
testis,rpkm,BAX,no.lambda,0.921271499,0.026202067,0.848741175,0,0.063048723
testis,rpkm,ARMC1,no.lambda,-0.920205692,0.026731551,0.846778516,0,0.064140577
testis,rpkm,PARP3,fix.lambda,-0.966836466,0.027996312,0.797685205,0.933050563,0.066985525
testis,rpkm,SYPL1,free.lambda,0.759402083,0.035101748,0.907815738,1,0.083749803
testis,rpkm,THNSL2,no.lambda,0.903356766,0.035538003,0.81605345,0,0.084552495
testis,rpkm,GABPB2,no.lambda,0.901639729,0.036479582,0.812954202,0,0.086549596
testis,rpkm,FBXW2,no.lambda,-0.900173847,0.03728963,0.810312954,0,0.088224347
testis,rpkm,ITGB2,free.lambda,-0.818783153,0.038788555,0.775690592,1,0.091515059
testis,rpkm,TAF7L,no.lambda,0.894533748,0.040458666,0.800190626,0,0.095190251
testis,rpkm,GALNT15,no.lambda,0.892497976,0.041622561,0.796552642,0,0.097657366
testis,rpkm,BLVRB,free.lambda,-0.775600122,0.042033705,0.969459931,1,0.098349579
testis,rpkm,TNKS1BP1,no.lambda,0.890466203,0.042794584,0.792930057,0,0.09985403
testis,rpkm,ST7,no.lambda,0.889142243,0.043563847,0.79057393,0,0.10136972
testis,rpkm,LARP4B,no.lambda,0.888713263,0.043814031,0.789811262,0,0.101672559
testis,rpkm,PLEKHG3,no.lambda,0.882589933,0.0474342,0.778964988,0,0.10977259
testis,rpkm,ITGB3BP,free.lambda,-0.082356335,0.048619969,0.999685759,0,0.11221012
testis,rpkm,PSMB4,no.lambda,0.880219463,0.048859866,0.774786299,0,0.112457355
testis,rpkm,PLEKHG1,free.lambda,0.977030133,0.049109384,0.945706591,1,0.112725335
testis,rpkm,TMEM39A,no.lambda,-0.878414357,0.049954414,0.77161178,0,0.114355104
testis,rpkm,ZRANB3,no.lambda,0.874191227,0.052544833,0.764210296,0,0.119960846
testis,rpkm,PPIE,no.lambda,-0.872680782,0.053481291,0.761571747,0,0.121770574
testis,rpkm,CDK1,no.lambda,0.872166972,0.053801033,0.760675225,0,0.122170175
testis,rpkm,SLC25A24,free.lambda,-0.951417496,0.055727593,0.748290003,1,0.126206608
testis,rpkm,AGFG1,no.lambda,0.866869449,0.057132338,0.751462638,0,0.129042906
testis,rpkm,GRAP2,fix.lambda,-0.871550823,0.058451033,0.705854234,0.251309246,0.13167028
testis,rpkm,TYW3,free.lambda,-0.92012686,0.061698351,0.867027391,1,0.13861672
testis,rpkm,ZDHHC2,fix.lambda,-0.956977472,0.064011244,0.661786114,0.999933893,0.143432602
testis,rpkm,URB1,no.lambda,-0.854528115,0.06513154,0.730218294,0,0.145557823
testis,rpkm,TRRAP,no.lambda,0.854125811,0.065397764,0.729530897,0,0.145768174
testis,rpkm,NT5C2,free.lambda,0.919391162,0.066530447,0.918262808,0,0.147903644
testis,rpkm,MCM8,no.lambda,-0.846426365,0.070557404,0.716437591,0,0.156036869
testis,rpkm,SH3BGRL,free.lambda,0.889153499,0.070553066,0.936753018,0,0.156036869
